HETATM,Atom_num,Atom_name,Residual_name,Bound,Residual_num,x,y,z,Atom_type,Residual_accurate_name,Lineage,shift,trust,Ac_component,Trust
HETATM,21,H5,ADA,A,1,2.491,5.451,-3.219,H,a-D-GalpA,,4.41,57,0,
HETATM,22,H6O,ADA,A,1,4.043,6.42,-4.334,H,a-D-GalpA,,-1,-1,0,
HETATM,23,N2,A2G,A,2,6.711,2.324,-1.943,N,a-D-GalpN,4,-1,-1,0,
HETATM,24,C2,A2G,A,2,6.891,3.204,-0.778,C,a-D-GalpN,4,49.6,67,0,
HETATM,25,C1,A2G,A,2,5.984,4.46,-0.866,C,a-D-GalpN,4,100.0,67,0,
HETATM,26,O5,A2G,A,2,6.204,5.341,0.232,O,a-D-GalpN,4,-1,-1,0,
HETATM,27,C5,A2G,A,2,5.978,4.73,1.515,C,a-D-GalpN,4,71.7,67,0,
HETATM,28,C6,A2G,A,2,6.244,5.807,2.572,C,a-D-GalpN,4,61.6,67,0,
HETATM,29,O6,A2G,A,2,6.196,5.27,3.886,O,a-D-GalpN,4,-1,-1,0,
HETATM,30,C4,A2G,A,2,6.837,3.466,1.714,C,a-D-GalpN,4,69.3,67,0,
HETATM,31,O4,A2G,A,2,8.233,3.815,1.755,O,a-D-GalpN,4,-1,-1,0,
HETATM,32,C3,A2G,A,2,6.589,2.477,0.552,C,a-D-GalpN,4,78.5,67,0,
HETATM,33,O3,A2G,A,2,7.435,1.317,0.695,O,a-D-GalpN,4,-1,-1,0,
HETATM,34,H2N,A2G,A,2,5.774,2.219,-2.328,H,a-D-GalpN,4,-1,-1,0,
HETATM,35,H2,A2G,A,2,7.938,3.525,-0.77,H,a-D-GalpN,4,4.3,93,0,
HETATM,36,H1,A2G,A,2,6.251,4.998,-1.784,H,a-D-GalpN,4,4.95,93,0,
HETATM,37,H5,A2G,A,2,4.927,4.432,1.591,H,a-D-GalpN,4,4.36,93,0,
HETATM,38,H6,A2G,A,2,5.496,6.601,2.487,H,a-D-GalpN,4,3.73,93,0,
HETATM,39,H61,A2G,A,2,7.223,6.272,2.42,H,a-D-GalpN,4,-1,-1,0,
HETATM,40,H6O,A2G,A,2,6.212,6.023,4.502,H,a-D-GalpN,4,-1,-1,0,
HETATM,41,H4,A2G,A,2,6.602,2.99,2.671,H,a-D-GalpN,4,4.37,93,0,
HETATM,42,H4O,A2G,A,2,8.394,4.168,2.65,H,a-D-GalpN,4,-1,-1,0,
HETATM,43,H3,A2G,A,2,5.538,2.155,0.546,H,a-D-GalpN,4,4,93,0,
HETATM,44,C21,A2G,A,2,9.071,1.639,-2.138,C,a-D-GalpN,4,23.3,-1,1,
HETATM,45,C11,A2G,A,2,7.62,1.472,-2.493,C,a-D-GalpN,4,175.6,-1,1,85.0
HETATM,46,O1,A2G,A,2,7.24,0.579,-3.248,O,a-D-GalpN,4,-1,-1,1,
HETATM,47,H21,A2G,A,2,9.679,1.031,-2.815,H,a-D-GalpN,4,-,-1,1,98.0
HETATM,48,H22,A2G,A,2,9.257,1.307,-1.115,H,a-D-GalpN,4,-1,-1,1,
HETATM,49,H23,A2G,A,2,9.38,2.679,-2.263,H,a-D-GalpN,4,-1,-1,1,
HETATM,50,C1,GTR,A,3,6.782,0.196,1.308,C,b-D-GalpA,"4,3",103.5,83,0,
HETATM,51,O5,GTR,A,3,6.161,0.601,2.531,O,b-D-GalpA,"4,3",-1,-1,0,
HETATM,52,C5,GTR,A,3,5.524,-0.488,3.206,C,b-D-GalpA,"4,3",75.2,83,0,
HETATM,53,C6,GTR,A,3,4.645,0.003,4.348,C,b-D-GalpA,"4,3",173.4,83,0,
HETATM,54,O6,GTR,A,3,4.445,1.161,4.676,O,b-D-GalpA,"4,3",-1,-1,0,
HETATM,55,O61,GTR,A,3,4.005,-1.001,4.983,O,b-D-GalpA,"4,3",-1,-1,0,
HETATM,56,C4,GTR,A,3,6.625,-1.404,3.726,C,b-D-GalpA,"4,3",71.3,83,0,
HETATM,57,O4,GTR,A,3,7.588,-0.67,4.513,O,b-D-GalpA,"4,3",-1,-1,0,
HETATM,58,C3,GTR,A,3,7.361,-2.005,2.522,C,b-D-GalpA,"4,3",75.0,83,0,
HETATM,59,O3,GTR,A,3,8.471,-2.781,3.004,O,b-D-GalpA,"4,3",-1,-1,0,
HETATM,60,C2,GTR,A,3,7.853,-0.911,1.546,C,b-D-GalpA,"4,3",78.3,83,0,
HETATM,61,O2,GTR,A,3,8.43,-1.518,0.374,O,b-D-GalpA,"4,3",-1,-1,0,
HETATM,62,H1,GTR,A,3,5.999,-0.135,0.619,H,b-D-GalpA,"4,3",4.57,93,0,
HETATM,63,H5,GTR,A,3,4.855,-1.004,2.504,H,b-D-GalpA,"4,3",4.27,93,0,
HETATM,64,H6O,GTR,A,3,3.497,-0.552,5.694,H,b-D-GalpA,"4,3",-1,-1,0,
HETATM,65,H4,GTR,A,3,6.243,-2.205,4.368,H,b-D-GalpA,"4,3",4.17,93,0,
HETATM,66,H4O,GTR,A,3,7.59,0.257,4.197,H,b-D-GalpA,"4,3",-1,-1,0,
HETATM,67,H3,GTR,A,3,6.703,-2.711,2.011,H,b-D-GalpA,"4,3",3.72,93,0,
HETATM,68,H3O,GTR,A,3,8.894,-2.245,3.705,H,b-D-GalpA,"4,3",-1,-1,0,
HETATM,69,H2,GTR,A,3,8.713,-0.423,2.026,H,b-D-GalpA,"4,3",3.7,93,0,
HETATM,70,C1,NBG,A,4,7.562,-1.8,-0.731,C,b-D-GlcpN,"4,3,2",102.7,67,0,
HETATM,71,O5,NBG,A,4,6.321,-2.355,-0.316,O,b-D-GlcpN,"4,3,2",-1,-1,0,
HETATM,72,C5,NBG,A,4,5.437,-2.498,-1.432,C,b-D-GlcpN,"4,3,2",77.2,67,0,
HETATM,73,C6,NBG,A,4,4.067,-2.929,-0.887,C,b-D-GlcpN,"4,3,2",62.3,67,0,
HETATM,74,O6,NBG,A,4,3.085,-3.049,-1.909,O,b-D-GlcpN,"4,3,2",-1,-1,0,
HETATM,75,C4,NBG,A,4,5.99,-3.513,-2.439,C,b-D-GlcpN,"4,3,2",71.4,67,0,
HETATM,76,O4,NBG,A,4,5.141,-3.564,-3.596,O,b-D-GlcpN,"4,3,2",-1,-1,0,
HETATM,77,C3,NBG,A,4,7.431,-3.171,-2.873,C,b-D-GlcpN,"4,3,2",75.3,67,0,
HETATM,78,O3,NBG,A,4,7.947,-4.36,-3.5,O,b-D-GlcpN,"4,3,2",-1,-1,0,
HETATM,79,C2,NBG,A,4,8.334,-2.749,-1.687,C,b-D-GlcpN,"4,3,2",57.1,67,0,
HETATM,80,N2,NBG,A,4,9.597,-2.075,-2.079,N,b-D-GlcpN,"4,3,2",-1,-1,0,
HETATM,81,H1,NBG,A,4,7.373,-0.847,-1.225,H,b-D-GlcpN,"4,3,2",4.81,73,0,
HETATM,82,H5,NBG,A,4,5.303,-1.526,-1.928,H,b-D-GlcpN,"4,3,2",3.41,73,0,
HETATM,83,H6,NBG,A,4,4.148,-3.895,-0.373,H,b-D-GlcpN,"4,3,2",3.66-3.88,73,0,
HETATM,84,H61,NBG,A,4,3.71,-2.21,-0.139,H,b-D-GlcpN,"4,3,2",-1,-1,0,
HETATM,85,H6O,NBG,A,4,3.029,-2.188,-2.369,H,b-D-GlcpN,"4,3,2",-1,-1,0,
HETATM,86,H4,NBG,A,4,5.993,-4.517,-1.992,H,b-D-GlcpN,"4,3,2",3.57,73,0,
HETATM,87,H4O,NBG,A,4,4.274,-3.904,-3.297,H,b-D-GlcpN,"4,3,2",-1,-1,0,
HETATM,88,H3,NBG,A,4,7.414,-2.387,-3.641,H,b-D-GlcpN,"4,3,2",3.56,73,0,
HETATM,89,H3O,NBG,A,4,8.886,-4.183,-3.727,H,b-D-GlcpN,"4,3,2",-1,-1,0,
HETATM,90,H2,NBG,A,4,8.642,-3.651,-1.14,H,b-D-GlcpN,"4,3,2",3.73,73,0,
HETATM,91,H2N,NBG,A,4,9.935,-1.427,-1.375,H,b-D-GlcpN,"4,3,2",-1,-1,0,
HETATM,92,C11,NBG,A,4,10.556,-2.607,-2.902,C,b-D-GlcpN,"4,3,2",175.6,-1,1,88.0
HETATM,93,C21,NBG,A,4,11.813,-1.785,-2.999,C,b-D-GlcpN,"4,3,2",23.4,-1,1,
HETATM,94,O1,NBG,A,4,10.41,-3.64,-3.545,O,b-D-GlcpN,"4,3,2",-1,-1,1,
HETATM,95,H21,NBG,A,4,11.835,-1.284,-3.972,H,b-D-GlcpN,"4,3,2",-,-1,1,98.0
HETATM,96,H22,NBG,A,4,11.865,-1.027,-2.212,H,b-D-GlcpN,"4,3,2",-1,-1,1,
HETATM,97,H23,NBG,A,4,12.68,-2.445,-2.898,H,b-D-GlcpN,"4,3,2",-1,-1,1,
